"id","customer_id","average_daily_data_usage","average_daily_voice_usage","age_group","location"
"7981",6728319,128,71,"45-60","Dublin"
"7982",5177363,129,36,"45-60","Dublin"
"7983",7259654,129,172,"45-60","Dublin"
"7984",8576762,127,1,"45-60","Dublin"
"7985",7047655,128,282,"45-60","Dublin"
"7986",4358284,127,26,"45-60","Dublin"
"7987",2990169,129,71,"45-60","Dublin"
"7988",4314933,129,1,"45-60","Dublin"
"7989",3773317,128,83,"45-60","Dublin"
"7990",8635265,129,1,"45-60","Dublin"
"7991",1253418,129,227,"45-60","Dublin"
"7992",5720276,129,39,"45-60","Dublin"
"7993",1338820,128,49,"45-60","Dublin"
"7994",3690767,129,33,"45-60","Dublin"
"7995",8256451,129,113,"45-60","Dublin"
"7996",8023562,129,1,"45-60","Dublin"
"7997",4282917,128,25,"45-60","Dublin"
"7998",7994948,130,30,"45-60","Dublin"
"7999",9702861,130,107,"45-60","Dublin"
"8000",3079810,128,207,"45-60","Dublin"
"8001",9575568,128,84,"45-60","Dublin"
"8002",4231561,127,9,"45-60","Dublin"
"8003",7777774,128,40,"45-60","Dublin"
"8004",7275946,128,212,"45-60","Dublin"
"8005",8476318,130,1,"45-60","Dublin"
"8006",5210509,130,114,"45-60","Dublin"
"8007",8576183,129,1,"45-60","Dublin"
"8008",5861024,129,21,"45-60","Dublin"
"8009",9091538,130,1,"45-60","Dublin"
"8010",3858635,128,221,"45-60","Dublin"
"8011",4368161,130,128,"45-60","Dublin"
"8012",2820745,130,160,"45-60","Dublin"
"8013",7466658,128,124,"45-60","Dublin"
"8014",5899488,129,21,"45-60","Dublin"
"8015",7182126,128,53,"45-60","Dublin"
"8016",4434400,130,13,"45-60","Dublin"
"8017",7388309,128,88,"45-60","Dublin"
"8018",6583605,129,91,"45-60","Dublin"
"8019",7433470,128,208,"45-60","Dublin"
"8020",9896964,129,280,"45-60","Dublin"
"8021",6729979,129,105,"45-60","Dublin"
"8022",7675308,130,45,"45-60","Dublin"
"8023",8915356,128,41,"45-60","Dublin"
"8024",3016027,129,161,"45-60","Dublin"
"8025",8802710,127,68,"45-60","Dublin"
"8026",2032003,131,1,"45-60","Dublin"
"8027",9006313,128,84,"45-60","Dublin"
"8028",3848324,127,61,"45-60","Dublin"
"8029",4858068,128,1,"45-60","Dublin"
"8030",7636827,130,72,"45-60","Dublin"
"8031",3250419,128,90,"45-60","Dublin"
"8032",1804929,128,82,"45-60","Dublin"
"8033",9932759,127,40,"45-60","Dublin"
"8034",5355004,128,125,"45-60","Dublin"
"8035",5900935,130,22,"45-60","Dublin"
"8036",8340905,129,57,"45-60","Dublin"
"8037",3457986,130,27,"45-60","Dublin"
"8038",5048373,128,51,"45-60","Dublin"
"8039",9544824,131,105,"45-60","Dublin"
"8040",6436414,130,215,"45-60","Dublin"
"8041",3190732,128,194,"45-60","Dublin"
"8042",3278100,130,180,"45-60","Dublin"
"8043",4146629,130,62,"45-60","Dublin"
"8044",7236412,127,44,"45-60","Dublin"
"8045",5675874,130,20,"45-60","Dublin"
"8046",5976347,129,101,"45-60","Dublin"
"8047",2083297,129,155,"45-60","Dublin"
"8048",4163929,127,99,"45-60","Dublin"
"8049",2873576,128,107,"45-60","Dublin"
"8050",6420772,129,1,"45-60","Dublin"
"8051",8757537,130,150,"45-60","Dublin"
"8052",2881171,130,222,"45-60","Dublin"
"8053",8011314,128,95,"45-60","Dublin"
"8054",5843066,129,144,"45-60","Dublin"
"8055",5261122,130,57,"45-60","Dublin"
"8056",8299505,128,381,"45-60","Dublin"
"8057",8708021,129,61,"45-60","Dublin"
"8058",5963951,129,113,"45-60","Dublin"
"8059",5800230,129,1,"45-60","Dublin"
"8060",1772582,130,1,"45-60","Dublin"
"8061",7905389,128,162,"45-60","Dublin"
"8062",4680948,128,5,"45-60","Dublin"
"8063",6013379,129,55,"45-60","Dublin"
"8064",3672091,128,71,"45-60","Dublin"
"8065",8756824,129,113,"45-60","Dublin"
"8066",4917918,130,23,"45-60","Dublin"
"8067",2489575,128,44,"45-60","Dublin"
"8068",9440203,129,44,"45-60","Dublin"
"8069",1728819,130,108,"45-60","Dublin"
"8070",3004445,130,87,"45-60","Dublin"
"8071",6464856,129,47,"45-60","Dublin"
"8072",1564964,130,135,"45-60","Dublin"
"8073",2987765,128,51,"45-60","Dublin"
"8074",3816533,129,92,"45-60","Dublin"
"8075",9222951,128,160,"45-60","Dublin"
"8076",1121730,128,148,"45-60","Dublin"
"8077",2092348,129,196,"45-60","Dublin"
"8078",2020138,128,124,"45-60","Dublin"
"8079",4351203,129,76,"45-60","Dublin"
"8080",8385344,128,62,"45-60","Dublin"
"8081",3731442,127,13,"45-60","Dublin"
"8082",7847848,129,1,"45-60","Dublin"
"8083",9561363,129,191,"45-60","Dublin"
"8084",5487203,128,109,"45-60","Dublin"
"8085",7320109,130,21,"45-60","Dublin"
"8086",4746492,130,160,"45-60","Dublin"
"8087",4513683,129,120,"45-60","Dublin"
"8088",5365328,129,1,"45-60","Dublin"
"8089",2846961,129,1,"45-60","Dublin"
"8090",5143337,128,241,"45-60","Dublin"
"8091",4109010,40,69,"60+","Dallas"
"8092",1692917,34,54,"60+","Dallas"
"8093",2893333,96,16,"60+","Dallas"
"8094",9644644,37,1,"60+","Dallas"
"8095",2691661,136,9,"60+","Dallas"
"8096",5832552,31,1,"60+","Dallas"
"8097",5028197,84,126,"60+","Dallas"
"8098",8431367,60,111,"60+","Dallas"
"8099",7054150,1,70,"60+","Dallas"
"8100",6715751,74,42,"60+","Dallas"
"8101",2745035,76,35,"60+","Dallas"
"8102",7928736,20,1,"60+","Dallas"
"8103",4623389,107,33,"60+","Dallas"
"8104",2958241,100,83,"60+","Dallas"
"8105",1163812,1,58,"60+","Dallas"
"8106",4678152,67,55,"60+","Dallas"
"8107",9951636,1,1,"60+","Dallas"
"8108",9484020,1,1,"60+","Dallas"
"8109",7948006,154,52,"60+","Dallas"
"8110",9202848,15,68,"60+","Dallas"
"8111",7591904,1,1,"60+","Dallas"
"8112",9594646,56,46,"60+","Dallas"
"8113",6196664,38,36,"60+","Dallas"
"8114",3909940,1,44,"60+","Dallas"
"8115",7852318,0,9,"60+","Dallas"
"8116",1333787,110,39,"60+","Dallas"
"8117",8010534,98,53,"60+","Dallas"
"8118",4445217,41,70,"60+","Dallas"
"8119",5912436,18,73,"60+","Dallas"
"8120",2475028,58,1,"60+","Dallas"
"8121",1006016,77,103,"60+","Dallas"
"8122",9390187,183,1,"60+","Dallas"
"8123",8199819,95,58,"60+","Dallas"
"8124",1758439,52,106,"60+","Dallas"
"8125",7005798,97,50,"60+","Dallas"
"8126",3735245,63,44,"60+","Dallas"
"8127",1540516,25,125,"60+","Dallas"
"8128",6783595,1,13,"60+","Dallas"
"8129",5648348,1,138,"60+","Dallas"
"8130",5754977,61,14,"60+","Dallas"
"8131",8925062,72,45,"60+","Dallas"
"8132",3981927,190,17,"60+","Dallas"
"8133",4023172,84,28,"60+","Dallas"
"8134",5009380,40,71,"60+","Dallas"
"8135",4396219,7,105,"60+","Dallas"
"8136",7404443,75,95,"60+","Dallas"
"8137",9105154,154,44,"60+","Dallas"
"8138",9186211,141,1,"60+","Dallas"
"8139",7061862,34,62,"60+","Dallas"
"8140",9593850,64,34,"60+","Dallas"
"8141",7388978,63,26,"60+","Dallas"
"8142",9586691,73,1,"60+","Dallas"
"8143",4350553,95,69,"60+","Dallas"
"8144",3899001,20,33,"60+","Dallas"
"8145",6752294,118,92,"60+","Dallas"
"8146",7736852,29,97,"60+","Dallas"
"8147",1694913,119,11,"60+","Dallas"
"8148",1571334,25,65,"60+","Dallas"
"8149",6599800,1,1,"60+","Dallas"
"8150",7497005,134,23,"60+","Dallas"
"8151",9930381,5,98,"60+","Dallas"
"8152",1310667,38,18,"60+","Dallas"
"8153",7034608,98,1,"60+","Dallas"
"8154",7950665,1,25,"60+","Dallas"
"8155",9788565,1,51,"60+","Dallas"
"8156",8170739,121,66,"60+","Dallas"
"8157",3897118,1,52,"60+","Dallas"
"8158",9657169,73,51,"60+","Dallas"
"8159",8359887,86,12,"60+","Dallas"
"8160",1153170,100,91,"60+","Dallas"
"8161",5723210,29,92,"60+","Dallas"
"8162",1753349,68,1,"60+","Dallas"
"8163",1812290,66,1,"60+","Dallas"
"8164",1441661,107,1,"60+","Dallas"
"8165",8745703,1,55,"60+","Dallas"
"8166",6807368,9,87,"60+","Dallas"
"8167",9260725,93,59,"60+","Dallas"
"8168",8541303,1,71,"60+","Dallas"
"8169",2761371,123,77,"60+","Dallas"
"8170",4333689,59,26,"60+","Dallas"
"8171",9514234,37,75,"60+","Dallas"
"8172",5480927,1,129,"60+","Dallas"
"8173",1774909,68,1,"60+","Dallas"
"8174",2724296,1,37,"60+","Dallas"
"8175",6469161,81,107,"60+","Dallas"
"8176",6248281,10,52,"60+","Dallas"
"8177",7620885,137,33,"60+","Dallas"
"8178",7165322,53,106,"60+","Dallas"
"8179",2326228,30,1,"60+","Dallas"
"8180",9045935,24,107,"60+","Dallas"
"8181",9417107,1,73,"60+","Dallas"
"8182",5378261,1,132,"60+","Dallas"
"8183",8741657,43,36,"60+","Dallas"
"8184",2286774,50,18,"60+","Dallas"
"8185",6807495,38,68,"60+","Dallas"
"8186",5148733,116,127,"60+","Dallas"
"8187",7269887,79,82,"60+","Dallas"
"8188",8839613,20,70,"60+","Dallas"
"8189",2099409,1,29,"60+","Dallas"
"8190",1333598,100,67,"60+","Dallas"
"8191",7858380,78,113,"60+","Dallas"
"8192",2619935,1,70,"60+","Dallas"
"8193",4474366,1,1,"60+","Dallas"
"8194",1500956,1,97,"60+","Dallas"
"8195",9539648,1,133,"60+","Dallas"
"8196",9083567,173,1,"60+","Dallas"
"8197",3154478,1,60,"60+","Dallas"
"8198",4913528,90,1,"60+","Dallas"
"8199",2676655,87,94,"60+","Dallas"
"8200",5249406,52,41,"60+","Dallas"
"8201",4272428,3,57,"60+","Dallas"
"8202",3211033,81,14,"60+","Dallas"
"8203",4815127,53,85,"60+","Dallas"
"8204",5161466,106,98,"60+","Dallas"
"8205",1440564,86,37,"60+","Dallas"
"8206",3119280,17,58,"60+","Dallas"
"8207",4518214,91,59,"60+","Dallas"
"8208",2972697,143,127,"60+","Dallas"
"8209",6451923,118,36,"60+","Dallas"
"8210",6024466,10,15,"60+","Dallas"
"8211",7073116,93,41,"60+","Dallas"
"8212",4871937,9,109,"60+","Dallas"
"8213",5560520,106,70,"60+","Dallas"
"8214",4414614,158,34,"60+","Dallas"
"8215",4180720,131,17,"60+","Dallas"
"8216",1973209,1,125,"60+","Dallas"
"8217",6840077,55,50,"60+","Dallas"
"8218",6902431,107,49,"60+","Dallas"
"8219",9783737,4,59,"60+","Dallas"
"8220",6382896,130,36,"60+","Dallas"
"8221",7268880,115,121,"60+","Dallas"
"8222",8616635,103,68,"60+","Dallas"
"8223",7671456,94,1,"60+","Dallas"
"8224",1444186,134,120,"60+","Dallas"
"8225",3406978,1,56,"60+","Dallas"
"8226",9167560,157,89,"60+","Dallas"
"8227",8475132,56,52,"60+","Dallas"
"8228",8803702,67,47,"60+","Dallas"
"8229",9188593,89,5,"60+","Dallas"
"8230",2362060,101,74,"60+","Dallas"
"8231",6057644,37,11,"60+","Dallas"
"8232",1643434,1,72,"60+","Dallas"
"8233",4914112,1,92,"60+","Dallas"
"8234",2335429,20,34,"60+","Dallas"
"8235",9363896,83,1,"60+","Dallas"
"8236",7505105,40,1,"60+","Dallas"
"8237",3106353,1,47,"60+","Dallas"
"8238",9871214,1,30,"60+","Dallas"
"8239",1172073,127,68,"60+","Dallas"
"8240",6079733,15,70,"60+","Dallas"
"8241",2915395,20,40,"60+","Dallas"
"8242",8011516,91,79,"60+","Dallas"
"8243",7277073,48,72,"60+","Dallas"
"8244",2532480,1,139,"60+","Dallas"
"8245",6710290,1,6,"60+","Dallas"
"8246",2283582,120,77,"60+","Dallas"
"8247",5207056,101,23,"60+","Dallas"
"8248",8037203,66,1,"60+","Dallas"
"8249",5120552,117,34,"60+","Dallas"
"8250",5454954,28,30,"60+","Dallas"
"8251",3646198,38,21,"60+","Dallas"
"8252",5814856,94,1,"60+","Dallas"
"8253",7694537,49,88,"60+","Dallas"
"8254",3517907,15,42,"60+","Dallas"
"8255",4506947,102,1,"60+","Dallas"
"8256",7010639,30,53,"60+","Dallas"
"8257",3742395,67,44,"60+","Dallas"
"8258",5843099,202,1,"60+","Dallas"
"8259",1486049,98,54,"60+","Dallas"
"8260",2840686,1,1,"60+","Dallas"
"8261",8962739,69,31,"60+","Dallas"
"8262",8583707,1,71,"60+","Dallas"
"8263",8553166,1,23,"60+","Dallas"
"8264",3004527,84,35,"60+","Dallas"
"8265",5878468,96,164,"60+","Dallas"
"8266",5909739,39,17,"60+","Dallas"
"8267",7942620,86,96,"60+","Dallas"
"8268",8323896,1,50,"60+","Dallas"
"8269",6072963,1,80,"60+","Dallas"
"8270",6611768,118,16,"60+","Dallas"
"8271",3346526,35,55,"60+","Dallas"
"8272",5259455,63,61,"60+","Dallas"
"8273",2021570,117,51,"60+","Dallas"
"8274",5484542,21,1,"60+","Dallas"
"8275",6407904,171,114,"60+","Dallas"
"8276",9428930,25,95,"60+","Dallas"
"8277",1324001,13,78,"60+","Dallas"
"8278",7771311,28,1,"60+","Dallas"
"8279",1783941,1,35,"60+","Dallas"
"8280",3667136,1,1,"60+","Dallas"
"8281",3925795,12,176,"60+","Dallas"
"8282",8294511,26,117,"60+","Dallas"
"8283",5407511,17,143,"60+","Dallas"
"8284",3920266,35,16,"60+","Dallas"
"8285",7716580,47,58,"60+","Dallas"
"8286",7412407,1,66,"60+","Dallas"
"8287",9811776,101,139,"60+","Dallas"
"8288",6585451,130,37,"60+","Dallas"
"8289",7020875,85,28,"60+","Dallas"
"8290",6897248,35,49,"60+","Dallas"
"8291",1664820,107,150,"60+","Dallas"
"8292",9454509,33,1,"60+","Dallas"
"8293",1112137,148,25,"60+","Dallas"
"8294",2787678,1,30,"60+","Dallas"
"8295",1906590,114,48,"60+","Dallas"
"8296",6777634,108,75,"60+","Dallas"
"8297",3138844,47,1,"60+","Dallas"
"8298",4904613,86,28,"60+","Dallas"
"8299",3764127,23,63,"60+","Dallas"
"8300",4994618,1,136,"60+","Dallas"
"8301",3063247,1,136,"60+","Dallas"
"8302",3402400,1,52,"60+","Dallas"
"8303",2722095,1,1,"60+","Dallas"
"8304",5356783,95,1,"60+","Dallas"
"8305",9672549,109,1,"60+","Dallas"
"8306",1943595,65,13,"60+","Dallas"
"8307",8619998,75,155,"60+","Dallas"
"8308",7391856,1,119,"60+","Dallas"
"8309",6204646,3,29,"60+","Dallas"
"8310",2051795,32,1,"60+","Dallas"
"8311",9843793,186,4,"60+","Dallas"
"8312",4349305,38,47,"60+","Dallas"
"8313",2267552,1,1,"60+","Dallas"
"8314",5403751,94,119,"60+","Dallas"
"8315",5957633,1,72,"60+","Dallas"
"8316",4553395,155,56,"60+","Dallas"
"8317",8492404,52,5,"60+","Dallas"
"8318",1453020,35,64,"60+","Dallas"
"8319",5750189,1,99,"60+","Dallas"
"8320",7231102,99,64,"60+","Dallas"
"8321",4202027,128,49,"60+","Dallas"
"8322",7491178,86,112,"60+","Dallas"
"8323",3431467,1,1,"60+","Dallas"
"8324",9187018,20,198,"60+","Dallas"
"8325",8046150,7,115,"60+","Dallas"
"8326",8074651,84,6,"60+","Dallas"
"8327",2904426,75,111,"60+","Dallas"
"8328",6160222,101,52,"60+","Dallas"
"8329",6435916,140,116,"60+","Dallas"
"8330",8743670,65,63,"60+","Dallas"
"8331",8439327,1,28,"60+","Dallas"
"8332",8264268,1,88,"60+","Dallas"
"8333",8248790,72,57,"60+","Dallas"
"8334",6950128,9,63,"60+","Dallas"
"8335",1551168,4,105,"60+","Dallas"
"8336",8710333,201,41,"60+","Dallas"
"8337",2631998,13,29,"60+","Dallas"
"8338",1068513,5,77,"60+","Dallas"
"8339",4006948,55,4,"60+","Dallas"
"8340",1296323,50,36,"60+","Dallas"
"8341",6797816,64,56,"60+","Dallas"
"8342",9848402,35,40,"60+","Dallas"
"8343",8034316,159,90,"60+","Dallas"
"8344",2103554,91,56,"60+","Dallas"
"8345",9824238,1,72,"60+","Dallas"
"8346",3052201,154,79,"60+","Dallas"
"8347",7389002,76,34,"60+","Dallas"
"8348",5513459,2,78,"60+","Dallas"
"8349",1631211,132,42,"60+","Dallas"
"8350",3886120,6,6,"60+","Dallas"
"8351",4638361,218,3,"60+","Dallas"
"8352",6289391,56,1,"60+","Dallas"
"8353",1277095,51,1,"60+","Dallas"
"8354",3930797,27,52,"60+","Dallas"
"8355",9500603,158,34,"60+","Dallas"
"8356",5028534,47,80,"60+","Dallas"
"8357",9091853,72,8,"60+","Dallas"
"8358",9047255,137,32,"60+","Dallas"
"8359",7557389,109,47,"60+","Dallas"
"8360",5638945,84,59,"60+","Dallas"
"8361",2993807,35,37,"60+","Dallas"
"8362",3183489,127,1,"60+","Dallas"
"8363",3966607,115,151,"60+","Dallas"
"8364",1645026,59,74,"60+","Dallas"
"8365",3738929,1,137,"60+","Dallas"
"8366",1287462,1,52,"60+","Dallas"
"8367",5332307,136,63,"60+","Dallas"
"8368",1658694,27,1,"60+","Dallas"
"8369",6296012,1,34,"60+","Dallas"
"8370",2193814,1,34,"60+","Dallas"
"8371",7934562,114,79,"60+","Dallas"
"8372",5718958,42,64,"60+","Dallas"
"8373",6579924,103,113,"60+","Dallas"
"8374",7796409,1,56,"60+","Dallas"
"8375",4809320,182,95,"60+","Dallas"
"8376",1272782,131,117,"60+","Dallas"
"8377",1628032,29,107,"60+","Dallas"
"8378",5072618,84,54,"60+","Dallas"
"8379",1838135,89,33,"60+","Dallas"
"8380",8057617,46,29,"60+","Dallas"
"8381",9661998,171,1,"60+","Dallas"
"8382",1401232,161,58,"60+","Dallas"
"8383",6611710,58,47,"60+","Dallas"
"8384",6315252,69,154,"60+","Dallas"
"8385",9564023,128,8,"60+","Dallas"
"8386",3390102,91,1,"60+","Dallas"
"8387",3594074,104,89,"60+","Dallas"
"8388",2183348,21,65,"60+","Dallas"
"8389",6344300,51,21,"60+","Dallas"
"8390",9160677,1,11,"60+","Dallas"
"8391",1172639,82,45,"60+","Dallas"
"8392",3557720,122,86,"60+","Dallas"
"8393",6879212,1,31,"60+","Dallas"
"8394",1376737,48,62,"60+","Dallas"
"8395",5249713,48,78,"60+","Dallas"
"8396",1453111,104,1,"60+","Dallas"
"8397",2107806,51,1,"60+","Dallas"
"8398",9512521,134,32,"60+","Dallas"
"8399",3872025,14,36,"60+","Dallas"
"8400",9111808,22,5,"60+","Dallas"
"8401",1325744,70,1,"60+","Dallas"
"8402",7227539,147,64,"60+","Dallas"
"8403",3194686,121,75,"60+","Dallas"
"8404",4026954,117,29,"60+","Dallas"
"8405",3608285,96,1,"60+","Dallas"
"8406",6171219,30,1,"60+","Dallas"
"8407",8304513,75,15,"60+","Dallas"
"8408",8073899,125,69,"60+","Dallas"
"8409",8964236,1,88,"60+","Dallas"
"8410",6213530,135,54,"60+","Dallas"
"8411",8687662,67,0,"60+","Dallas"
"8412",9408598,1,61,"60+","Dallas"
"8413",2195054,5,74,"60+","Dallas"
"8414",7070664,60,73,"60+","Dallas"
"8415",5103854,24,24,"60+","Dallas"
"8416",9943157,80,47,"60+","Dallas"
"8417",4445942,47,1,"60+","Dallas"
"8418",2890425,56,100,"60+","Dallas"
"8419",5579650,90,37,"60+","Dallas"
"8420",5579317,72,48,"60+","Dallas"
"8421",4112968,1,16,"60+","Dallas"
"8422",3642946,1,64,"60+","Dallas"
"8423",9325777,49,129,"60+","Dallas"
"8424",2783897,111,47,"60+","Dallas"
"8425",9420078,53,70,"60+","Dallas"
"8426",5723806,1,23,"60+","Dallas"
"8427",8872457,73,24,"60+","Dallas"
"8428",3722006,1,54,"60+","Dallas"
"8429",3431006,38,26,"60+","Dallas"
"8430",3946497,107,50,"60+","Dallas"
"8431",1058563,90,55,"60+","Dallas"
"8432",4612348,69,94,"60+","Dallas"
"8433",5213716,1,109,"60+","Dallas"
"8434",6135750,30,69,"60+","Dallas"
"8435",1406772,68,37,"60+","Dallas"
"8436",8685447,1,51,"60+","Dallas"
"8437",3162394,59,3,"60+","Austin"
"8438",4412837,1,7,"60+","Austin"
"8439",4390234,1,92,"60+","Austin"
"8440",4083397,49,121,"60+","Austin"
"8441",4552795,91,1,"60+","Austin"
"8442",8717628,40,115,"60+","Austin"
"8443",6047770,1,64,"60+","Austin"
"8444",9306725,2,1,"60+","Austin"
"8445",8129299,9,1,"60+","Austin"
"8446",4783182,14,10,"60+","Austin"
"8447",7215659,1,26,"60+","Austin"
"8448",9572114,10,124,"60+","Austin"
"8449",6104785,1,36,"60+","Austin"
"8450",3164454,1,135,"60+","Austin"
"8451",3051555,51,1,"60+","Austin"
"8452",3770251,1,1,"60+","Austin"
"8453",5413759,21,245,"60+","Austin"
"8454",1965452,23,99,"60+","Austin"
"8455",1225409,50,86,"60+","Austin"
"8456",1638094,1,66,"60+","Austin"
"8457",5461347,7,107,"60+","Austin"
"8458",7603901,7,1,"60+","Austin"
"8459",3242875,24,46,"60+","Austin"
"8460",7823344,51,150,"60+","Austin"
"8461",3262821,3,117,"60+","Austin"
"8462",6225874,1,63,"60+","Austin"
"8463",9807678,15,155,"60+","Austin"
"8464",8083561,5,1,"60+","Austin"
"8465",6362340,46,77,"60+","Austin"
"8466",3127530,1,19,"60+","Austin"
"8467",9157932,10,1,"60+","Austin"
"8468",6691692,1,48,"60+","Austin"
"8469",6738119,1,12,"60+","Austin"
"8470",2954964,1,18,"60+","Austin"
"8471",1122275,58,32,"60+","Austin"
"8472",5372798,1,156,"60+","Austin"
"8473",6530684,1,142,"60+","Austin"
"8474",7277716,68,31,"60+","Austin"
"8475",9133852,12,24,"60+","Austin"
"8476",5137141,1,23,"60+","Austin"
"8477",7999579,36,183,"60+","Austin"
"8478",4362747,50,77,"60+","Austin"
"8479",5331071,1,136,"60+","Austin"
"8480",1309574,1,74,"60+","Austin"
"8481",9938854,1,117,"60+","Austin"
"8482",3780408,1,1,"60+","Austin"
"8483",8512327,1,1,"60+","Austin"
"8484",8651796,41,115,"60+","Austin"
"8485",9130821,1,101,"60+","Austin"
"8486",7509106,28,27,"60+","Austin"
"8487",2010477,1,1,"60+","Austin"
"8488",5312623,19,255,"60+","Austin"
"8489",9557430,1,1,"60+","Austin"
"8490",1721105,31,1,"60+","Austin"
"8491",4387842,37,70,"60+","Austin"
"8492",8840093,67,138,"60+","Austin"
"8493",8832433,19,1,"60+","Austin"
"8494",9366268,1,1,"60+","Austin"
"8495",1058984,1,124,"60+","Austin"
"8496",5421691,20,1,"60+","Austin"
"8497",6667277,1,140,"60+","Austin"
"8498",5642943,1,76,"60+","Austin"
"8499",9035218,1,27,"60+","Austin"
"8500",4392140,1,164,"60+","Austin"
"8501",4800107,41,70,"60+","Austin"
"8502",7988660,1,113,"60+","Austin"
"8503",6248625,23,15,"60+","Austin"
"8504",9868027,50,1,"60+","Austin"
"8505",9079193,2,63,"60+","Austin"
"8506",5538024,74,1,"60+","Austin"
"8507",1357796,26,101,"60+","Austin"
"8508",8489455,1,203,"60+","Austin"
"8509",7663960,25,102,"60+","Austin"
"8510",5882839,71,119,"60+","Austin"
"8511",2163959,1,1,"60+","Austin"
"8512",9827892,1,1,"60+","Austin"
"8513",2887733,50,184,"60+","Austin"
"8514",3842672,39,1,"60+","Austin"
"8515",5101842,11,26,"60+","Austin"
"8516",6000232,36,94,"60+","Austin"
"8517",2210951,1,1,"60+","Austin"
"8518",1245727,70,33,"60+","Austin"
"8519",8039549,1,137,"60+","Austin"
"8520",1034490,1,92,"60+","Austin"
"8521",4931482,1,40,"60+","Austin"
"8522",2797229,1,6,"60+","Austin"
"8523",3240805,41,187,"60+","Austin"
"8524",2124526,36,128,"60+","Austin"
"8525",9543669,30,105,"60+","Austin"
"8526",5184370,26,165,"60+","Austin"
"8527",8938303,1,21,"60+","Austin"
"8528",5382527,2,172,"60+","Austin"
"8529",6600264,41,100,"60+","Austin"
"8530",8216058,1,65,"60+","Austin"
"8531",6163655,25,119,"60+","Austin"
"8532",2627108,1,18,"60+","Austin"
"8533",7674228,31,86,"60+","Austin"
"8534",7726154,5,60,"60+","Austin"
"8535",5193106,1,179,"60+","Austin"
"8536",3185092,91,123,"60+","Austin"
"8537",1253892,1,1,"60+","Austin"
"8538",6615054,73,22,"60+","Austin"
"8539",5142800,1,1,"60+","Austin"
"8540",1850266,1,141,"60+","Austin"
"8541",3950043,1,54,"60+","Austin"
"8542",8460926,42,183,"60+","Austin"
"8543",3577084,1,41,"60+","Austin"
"8544",2327536,1,164,"60+","Austin"
"8545",2093387,22,100,"60+","Austin"
"8546",9224157,54,1,"60+","Austin"
"8547",5449713,15,49,"60+","Austin"
"8548",9712433,1,87,"60+","Austin"
"8549",4456763,39,35,"60+","Austin"
"8550",7933347,1,60,"60+","Austin"
"8551",3017691,1,1,"60+","Austin"
"8552",5428539,39,117,"60+","Austin"
"8553",4801457,1,1,"60+","Austin"
"8554",1588274,33,45,"60+","Austin"
"8555",2173635,1,130,"60+","Austin"
"8556",2715079,55,61,"60+","Austin"
"8557",8222474,40,105,"60+","Austin"
"8558",5709719,1,36,"60+","Austin"
"8559",5728954,8,174,"60+","Austin"
"8560",6537506,1,188,"60+","Austin"
"8561",9817140,1,76,"60+","Austin"
"8562",7076854,37,1,"60+","Austin"
"8563",1862608,57,176,"60+","Austin"
"8564",4451676,52,18,"60+","Austin"
"8565",3271298,1,1,"60+","Austin"
"8566",8731018,33,103,"60+","Austin"
"8567",5703452,27,123,"60+","Austin"
"8568",4680003,21,196,"60+","Austin"
"8569",6081726,104,138,"60+","Austin"
"8570",1358271,15,8,"60+","Austin"
"8571",6749772,6,1,"60+","Austin"
"8572",8114630,15,140,"60+","Austin"
"8573",6181013,69,87,"60+","Austin"
"8574",4185968,60,1,"60+","Austin"
"8575",7023039,13,37,"60+","Austin"
"8576",3552297,43,86,"60+","Austin"
"8577",5904293,17,131,"60+","Austin"
"8578",6160337,5,100,"60+","Austin"
"8579",4061942,62,18,"60+","Austin"
"8580",9287082,1,1,"60+","Austin"
"8581",6958645,4,1,"60+","Austin"
"8582",2417718,49,23,"60+","Austin"
"8583",6682835,21,1,"60+","Austin"
"8584",7598805,23,59,"60+","Austin"
"8585",9113886,1,39,"60+","Austin"
"8586",1981565,74,121,"60+","Austin"
"8587",8900971,30,139,"60+","Austin"
"8588",9273054,1,65,"60+","Austin"
"8589",3606064,27,81,"60+","Austin"
"8590",7635717,92,81,"60+","Detroit"
"8591",2934160,1,130,"60+","Detroit"
"8592",9731760,1,147,"60+","Detroit"
"8593",2812723,41,108,"60+","Detroit"
"8594",8818041,1,38,"60+","Detroit"
"8595",9926099,13,128,"60+","Detroit"
"8596",5836311,39,117,"60+","Detroit"
"8597",1817670,1,1,"60+","Detroit"
"8598",6212553,50,1,"60+","Detroit"
"8599",1516630,1,123,"60+","Detroit"
"8600",5134190,13,88,"60+","Detroit"
"8601",8133661,14,74,"60+","Detroit"
"8602",5905504,1,38,"60+","Detroit"
"8603",7401566,2,8,"60+","Detroit"
"8604",3597589,1,85,"60+","Detroit"
"8605",5398551,144,20,"60+","Detroit"
"8606",7890047,129,121,"60+","Detroit"
"8607",5339712,1,1,"60+","Detroit"
"8608",4882672,39,30,"60+","Detroit"
"8609",3660475,41,93,"60+","Detroit"
"8610",9739890,11,110,"60+","Detroit"
"8611",1694199,1,32,"60+","Detroit"
"8612",8305427,88,48,"60+","Detroit"
"8613",5609304,154,91,"60+","Detroit"
"8614",7519923,26,157,"60+","Detroit"
"8615",8694754,48,95,"60+","Detroit"
"8616",8657910,1,87,"60+","Detroit"
